grade_distributions.A-,code,grade_distributions.NC,grade_distributions.A+,grade_distributions.B,grade_distributions.C+,grade_distributions.D-,grade_distributions.A,grade_distributions.F,grade_distributions.D,grade_distributions.C-,grade_distributions.CR,grade_distributions.B+,grade_distributions.C,grade_distributions.D+,grade_distributions.B-
5,ANTHRO 31,0,0,3,0,0,2,0,0,1,1,4,0,0,0
,ANTHRO 32,,,,,,,,,,,,,,
,ANTHRO 34,,,,,,,,,,,,,,
,ANTHRO 34,,,,,,,,,,,,,,
,ANTHRO 42,,,,,,,,,,,,,,
,ANTHRO 49,,,,,,,,,,,,,,
,ANTHRO 54A,,,,,,,,,,,,,,
,ANTHRO 77,,,,,,,,,,,,,,
17,ANTHRO 82,0,1,5,0,0,38,0,0,1,2,11,0,0,6
5,ANTHRO 90B,0,4,0,0,0,12,0,0,0,0,6,0,0,0
4,ANTHRO 90C,0,2,0,0,0,10,0,0,0,2,1,1,0,0
,ANTHRO 90D,,,,,,,,,,,,,,
12,ANTHRO 91,0,1,2,0,0,7,0,0,0,0,3,0,0,0
2,ANTHRO 91A,0,0,0,0,0,2,0,0,0,0,2,0,0,0
0,ANTHRO 92A,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,ANTHRO 92B,0,0,0,0,0,0,0,0,0,2,0,0,0,0
0,ANTHRO 93,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2,ANTHRO 93B,0,0,0,0,0,19,0,0,0,0,0,0,0,0
0,ANTHRO 94,0,0,0,0,0,11,0,0,0,2,1,0,0,0
0,ANTHRO 95,1,0,0,0,0,0,0,0,0,5,0,0,0,0
0,ANTHRO 95B,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1,ANTHRO 96,0,0,0,0,0,8,0,0,0,3,0,0,0,0
0,ANTHRO 97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,ANTHRO 98B,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,ANTHRO 98E,,,,,,,,,,,,,,
,ANTHRO 98F,,,,,,,,,,,,,,
17,ANTHRO 100A,0,6,0,0,0,21,0,0,0,0,1,0,0,0
,ANTHRO 100B,,,,,,,,,,,,,,
,ANTHRO 100D,,,,,,,,,,,,,,
11,ANTHRO 101,0,3,9,2,0,14,0,0,0,0,8,3,0,8
0,ANTHRO 101A,0,1,0,0,0,2,0,0,0,0,0,0,0,0
,ANTHRO 101B,,,,,,,,,,,,,,
0,ANTHRO 101S,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 102,,,,,,,,,,,,,,
3,ANTHRO 102A,0,0,0,0,0,9,0,0,0,0,5,0,0,0
,ANTHRO 102B,,,,,,,,,,,,,,
,ANTHRO 102C,,,,,,,,,,,,,,
3,ANTHRO 103,0,2,0,0,0,3,0,0,0,0,0,0,0,1
,ANTHRO 103A,,,,,,,,,,,,,,
,ANTHRO 105,,,,,,,,,,,,,,
,ANTHRO 105A,,,,,,,,,,,,,,
,ANTHRO 105B,,,,,,,,,,,,,,
0,ANTHRO 106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 106A,,,,,,,,,,,,,,
,ANTHRO 108E,,,,,,,,,,,,,,
,ANTHRO 109,,,,,,,,,,,,,,
1,ANTHRO 110A,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,ANTHRO 110B,,,,,,,,,,,,,,
,ANTHRO 111,,,,,,,,,,,,,,
,ANTHRO 111A,,,,,,,,,,,,,,
,ANTHRO 111B,,,,,,,,,,,,,,
3,ANTHRO 112,0,2,0,0,0,6,0,0,0,0,0,0,0,0
,ANTHRO 112B,,,,,,,,,,,,,,
,ANTHRO 113,,,,,,,,,,,,,,
,ANTHRO 113B,,,,,,,,,,,,,,
,ANTHRO 114,,,,,,,,,,,,,,
,ANTHRO 114B,,,,,,,,,,,,,,
0,ANTHRO 115,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,ANTHRO 115A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 115B,,,,,,,,,,,,,,
,ANTHRO 116,,,,,,,,,,,,,,
,ANTHRO 117,,,,,,,,,,,,,,
0,ANTHRO 118,0,0,0,0,0,8,0,0,0,1,0,0,0,0
,ANTHRO 118A,,,,,,,,,,,,,,
,ANTHRO 119,,,,,,,,,,,,,,
,ANTHRO 119A,,,,,,,,,,,,,,
,ANTHRO 120B,,,,,,,,,,,,,,
1,ANTHRO 121,0,0,0,0,0,3,0,0,0,0,1,0,0,0
0,ANTHRO 121A,1,0,0,0,0,5,0,0,0,0,1,0,0,0
,ANTHRO 122A,,,,,,,,,,,,,,
,ANTHRO 123,,,,,,,,,,,,,,
0,ANTHRO 124,1,0,1,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 124N,,,,,,,,,,,,,,
,ANTHRO 125,,,,,,,,,,,,,,
,ANTHRO 125A,,,,,,,,,,,,,,
,ANTHRO 125S,,,,,,,,,,,,,,
0,ANTHRO 126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 127,,,,,,,,,,,,,,
,ANTHRO 127A,,,,,,,,,,,,,,
0,ANTHRO 128,0,1,0,0,0,2,0,0,0,0,1,0,0,0
,ANTHRO 130A,,,,,,,,,,,,,,
3,ANTHRO 130B,0,1,2,0,0,7,0,0,0,0,3,0,0,0
,ANTHRO 130D,,,,,,,,,,,,,,
,ANTHRO 131,,,,,,,,,,,,,,
,ANTHRO 132,,,,,,,,,,,,,,
,ANTHRO 132B,,,,,,,,,,,,,,
,ANTHRO 133A,,,,,,,,,,,,,,
,ANTHRO 134,,,,,,,,,,,,,,
,ANTHRO 135,,,,,,,,,,,,,,
,ANTHRO 135A,,,,,,,,,,,,,,
0,ANTHRO 135H,0,2,0,0,0,9,0,0,0,5,0,0,0,0
,ANTHRO 135I,,,,,,,,,,,,,,
0,ANTHRO 136,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 137,,,,,,,,,,,,,,
,ANTHRO 137A,,,,,,,,,,,,,,
,ANTHRO 138,,,,,,,,,,,,,,
,ANTHRO 138A,,,,,,,,,,,,,,
,ANTHRO 138B,,,,,,,,,,,,,,
,ANTHRO 139,,,,,,,,,,,,,,
,ANTHRO 139A,,,,,,,,,,,,,,
0,ANTHRO 140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 140A,,,,,,,,,,,,,,
,ANTHRO 141A,,,,,,,,,,,,,,
,ANTHRO 141B,,,,,,,,,,,,,,
,ANTHRO 143,,,,,,,,,,,,,,
,ANTHRO 143B,,,,,,,,,,,,,,
,ANTHRO 144A,,,,,,,,,,,,,,
,ANTHRO 145,,,,,,,,,,,,,,
,ANTHRO 145B,,,,,,,,,,,,,,
,ANTHRO 146,,,,,,,,,,,,,,
1,ANTHRO 146A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 146G,,,,,,,,,,,,,,
5,ANTHRO 147,0,3,0,0,0,11,0,0,0,0,1,0,0,0
,ANTHRO 147A,,,,,,,,,,,,,,
0,ANTHRO 148,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 149,,,,,,,,,,,,,,
,ANTHRO 149A,,,,,,,,,,,,,,
,ANTHRO 150A,,,,,,,,,,,,,,
,ANTHRO 151,,,,,,,,,,,,,,
,ANTHRO 151A,,,,,,,,,,,,,,
,ANTHRO 152,,,,,,,,,,,,,,
,ANTHRO 152A,,,,,,,,,,,,,,
,ANTHRO 153A,,,,,,,,,,,,,,
0,ANTHRO 154,1,0,0,0,0,4,0,0,0,0,0,0,0,0
0,ANTHRO 155,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 160,0,0,0,0,0,1,0,0,0,0,1,0,0,0
,ANTHRO 160A,,,,,,,,,,,,,,
0,ANTHRO 161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 161A,,,,,,,,,,,,,,
11,ANTHRO 162,0,3,14,0,0,24,0,0,0,1,7,3,0,3
4,ANTHRO 163,0,0,0,0,0,5,0,0,0,0,0,0,0,1
,ANTHRO 164,,,,,,,,,,,,,,
,ANTHRO 164A,,,,,,,,,,,,,,
,ANTHRO 164B,,,,,,,,,,,,,,
,ANTHRO 165,,,,,,,,,,,,,,
,ANTHRO 165A,,,,,,,,,,,,,,
1,ANTHRO 166,1,0,1,0,0,2,0,0,0,0,0,0,0,0
,ANTHRO 167A,,,,,,,,,,,,,,
,ANTHRO 168,,,,,,,,,,,,,,
,ANTHRO 168A,,,,,,,,,,,,,,
2,ANTHRO 169,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,ANTHRO 169A,0,0,0,0,0,7,0,0,0,0,0,0,0,0
0,ANTHRO 170,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 171,,,,,,,,,,,,,,
,ANTHRO 172,,,,,,,,,,,,,,
,ANTHRO 173,,,,,,,,,,,,,,
,ANTHRO 174,,,,,,,,,,,,,,
2,ANTHRO 175,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 176,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,ANTHRO 177,0,1,8,1,0,6,1,0,0,3,12,0,0,0
1,ANTHRO 178,0,0,0,0,0,1,1,0,0,0,0,0,0,0
,ANTHRO 178A,,,,,,,,,,,,,,
,ANTHRO 179,,,,,,,,,,,,,,
,ANTHRO 179A,,,,,,,,,,,,,,
,ANTHRO 180,,,,,,,,,,,,,,
0,ANTHRO 181A,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 182,,,,,,,,,,,,,,
,ANTHRO 182A,,,,,,,,,,,,,,
,ANTHRO 182N,,,,,,,,,,,,,,
,ANTHRO 183B,,,,,,,,,,,,,,
,ANTHRO 184,,,,,,,,,,,,,,
,ANTHRO 185,,,,,,,,,,,,,,
,ANTHRO 185,,,,,,,,,,,,,,
,ANTHRO 185A,,,,,,,,,,,,,,
0,ANTHRO 186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 186N,,,,,,,,,,,,,,
0,ANTHRO 187,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,ANTHRO 187A,,,,,,,,,,,,,,
0,ANTHRO 193,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 200B,,,,,,,,,,,,,,
,ANTHRO 200C,,,,,,,,,,,,,,
0,ANTHRO 201,0,2,1,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 201B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 202A,,,,,,,,,,,,,,
,ANTHRO 203A,,,,,,,,,,,,,,
0,ANTHRO 204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 205,,,,,,,,,,,,,,
,ANTHRO 205A,,,,,,,,,,,,,,
,ANTHRO 205B,,,,,,,,,,,,,,
,ANTHRO 206,,,,,,,,,,,,,,
1,ANTHRO 206A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 209,,,,,,,,,,,,,,
,ANTHRO 210A,,,,,,,,,,,,,,
,ANTHRO 210B,,,,,,,,,,,,,,
,ANTHRO 211,,,,,,,,,,,,,,
,ANTHRO 211A,,,,,,,,,,,,,,
,ANTHRO 212,,,,,,,,,,,,,,
0,ANTHRO 213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 213B,,,,,,,,,,,,,,
,ANTHRO 214,,,,,,,,,,,,,,
,ANTHRO 214B,,,,,,,,,,,,,,
,ANTHRO 215,,,,,,,,,,,,,,
,ANTHRO 215A,,,,,,,,,,,,,,
,ANTHRO 215B,,,,,,,,,,,,,,
,ANTHRO 216,,,,,,,,,,,,,,
,ANTHRO 217,,,,,,,,,,,,,,
,ANTHRO 219,,,,,,,,,,,,,,
,ANTHRO 221,,,,,,,,,,,,,,
,ANTHRO 222A,,,,,,,,,,,,,,
,ANTHRO 223,,,,,,,,,,,,,,
,ANTHRO 225,,,,,,,,,,,,,,
,ANTHRO 230B,,,,,,,,,,,,,,
,ANTHRO 230D,,,,,,,,,,,,,,
,ANTHRO 234,,,,,,,,,,,,,,
,ANTHRO 235,,,,,,,,,,,,,,
,ANTHRO 235A,,,,,,,,,,,,,,
0,ANTHRO 236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 237,,,,,,,,,,,,,,
,ANTHRO 238,,,,,,,,,,,,,,
,ANTHRO 238A,,,,,,,,,,,,,,
,ANTHRO 239,,,,,,,,,,,,,,
,ANTHRO 240A,,,,,,,,,,,,,,
,ANTHRO 241,,,,,,,,,,,,,,
,ANTHRO 243,,,,,,,,,,,,,,
,ANTHRO 245,,,,,,,,,,,,,,
,ANTHRO 245A,,,,,,,,,,,,,,
,ANTHRO 247,,,,,,,,,,,,,,
,ANTHRO 248,,,,,,,,,,,,,,
,ANTHRO 249,,,,,,,,,,,,,,
,ANTHRO 251,,,,,,,,,,,,,,
,ANTHRO 251A,,,,,,,,,,,,,,
,ANTHRO 253A,,,,,,,,,,,,,,
,ANTHRO 254B,,,,,,,,,,,,,,
0,ANTHRO 255,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ANTHRO 260,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 260A,,,,,,,,,,,,,,
,ANTHRO 261,,,,,,,,,,,,,,
,ANTHRO 261A,,,,,,,,,,,,,,
0,ANTHRO 262,0,1,0,0,0,1,0,0,0,0,0,0,0,1
,ANTHRO 263,,,,,,,,,,,,,,
,ANTHRO 264,,,,,,,,,,,,,,
0,ANTHRO 266,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 268A,,,,,,,,,,,,,,
0,ANTHRO 269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 270,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 271,,,,,,,,,,,,,,
,ANTHRO 272,,,,,,,,,,,,,,
,ANTHRO 274,,,,,,,,,,,,,,
0,ANTHRO 275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 276,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 277,,,,,,,,,,,,,,
,ANTHRO 277,,,,,,,,,,,,,,
0,ANTHRO 278,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 279A,,,,,,,,,,,,,,
0,ANTHRO 282,0,2,1,0,0,5,0,0,0,0,1,1,0,0
,ANTHRO 282A,,,,,,,,,,,,,,
,ANTHRO 283,,,,,,,,,,,,,,
,ANTHRO 283B,,,,,,,,,,,,,,
,ANTHRO 285,,,,,,,,,,,,,,
,ANTHRO 285,,,,,,,,,,,,,,
0,ANTHRO 293B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 298B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 299,,,,,,,,,,,,,,
0,ANTHRO 300,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 301A,,,,,,,,,,,,,,
0,ANTHRO 302,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ANTHRO 303,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,ANTHRO 304,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 305,,,,,,,,,,,,,,
0,ANTHRO 306,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 308,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 308A,,,,,,,,,,,,,,
,ANTHRO 309,,,,,,,,,,,,,,
,ANTHRO 310C,,,,,,,,,,,,,,
0,ANTHRO 310G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 311,,,,,,,,,,,,,,
0,ANTHRO 311G,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 312,,,,,,,,,,,,,,
,ANTHRO 313,,,,,,,,,,,,,,
,ANTHRO 316,,,,,,,,,,,,,,
,ANTHRO 317,,,,,,,,,,,,,,
,ANTHRO 318,,,,,,,,,,,,,,
,ANTHRO 319,,,,,,,,,,,,,,
,ANTHRO 320A,,,,,,,,,,,,,,
,ANTHRO 321,,,,,,,,,,,,,,
,ANTHRO 321A,,,,,,,,,,,,,,
,ANTHRO 322,,,,,,,,,,,,,,
0,ANTHRO 324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 326,0,0,0,0,0,2,0,0,0,0,0,0,0,0
,ANTHRO 327
,ANTHRO 331
,ANTHRO 332
,ANTHRO 332A
,ANTHRO 333
,ANTHRO 333A
,ANTHRO 334
,ANTHRO 335A
,ANTHRO 336
,ANTHRO 337
,ANTHRO 338
,ANTHRO 339
,ANTHRO 339A
,ANTHRO 341
,ANTHRO 343
,ANTHRO 344
0,ANTHRO 345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 346,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 346A,,,,,,,,,,,,,,
,ANTHRO 347,,,,,,,,,,,,,,
,ANTHRO 348,,,,,,,,,,,,,,
0,ANTHRO 349,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 352,,,,,,,,,,,,,,
,ANTHRO 353,,,,,,,,,,,,,,
,ANTHRO 355,,,,,,,,,,,,,,
,ANTHRO 356,,,,,,,,,,,,,,
,ANTHRO 357,,,,,,,,,,,,,,
0,ANTHRO 358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 359,,,,,,,,,,,,,,
,ANTHRO 360,,,,,,,,,,,,,,
,ANTHRO 361,,,,,,,,,,,,,,
,ANTHRO 362,,,,,,,,,,,,,,
,ANTHRO 362A,,,,,,,,,,,,,,
,ANTHRO 363,,,,,,,,,,,,,,
0,ANTHRO 364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 364A,,,,,,,,,,,,,,
,ANTHRO 365,,,,,,,,,,,,,,
,ANTHRO 366,,,,,,,,,,,,,,
,ANTHRO 367,,,,,,,,,,,,,,
,ANTHRO 368,,,,,,,,,,,,,,
,ANTHRO 369,,,,,,,,,,,,,,
,ANTHRO 370,,,,,,,,,,,,,,
,ANTHRO 371,,,,,,,,,,,,,,
0,ANTHRO 372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,ANTHRO 373,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,ANTHRO 374,,,,,,,,,,,,,,
,ANTHRO 375,,,,,,,,,,,,,,
,ANTHRO 376,,,,,,,,,,,,,,
,ANTHRO 377,,,,,,,,,,,,,,
,ANTHRO 378,,,,,,,,,,,,,,
,ANTHRO 379,,,,,,,,,,,,,,
,ANTHRO 380,,,,,,,,,,,,,,
,ANTHRO 381,,,,,,,,,,,,,,
,ANTHRO 382,,,,,,,,,,,,,,
,ANTHRO 384,,,,,,,,,,,,,,
,ANTHRO 386,,,,,,,,,,,,,,
,ANTHRO 387,,,,,,,,,,,,,,
,ANTHRO 388,,,,,,,,,,,,,,
0,ANTHRO 400,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 401A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 401B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 440,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 441,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,ANTHRO 442,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 444,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,ANTHRO 445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ANTHRO 446A,,,,,,,,,,,,,,
0,ANTHRO 450,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 451,0,0,0,0,0,3,0,0,0,0,0,0,0,0
0,ANTHRO 452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ANTHRO 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,APPPHYS 77N,,,,,,,,,,,,,,
17,APPPHYS 79N,0,3,3,1,0,27,0,0,0,0,11,0,0,0
,APPPHYS 100,,,,,,,,,,,,,,
1,APPPHYS 201,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,APPPHYS 203,0,0,0,0,0,3,0,0,0,0,0,0,0,0
,APPPHYS 204,,,,,,,,,,,,,,
,APPPHYS 205,,,,,,,,,,,,,,
,APPPHYS 206,,,,,,,,,,,,,,
2,APPPHYS 207,0,0,0,0,0,4,0,0,0,0,3,0,0,0
,APPPHYS 208,,,,,,,,,,,,,,
,APPPHYS 215,,,,,,,,,,,,,,
,APPPHYS 216,,,,,,,,,,,,,,
0,APPPHYS 217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 219,0,0,0,0,0,1,0,0,0,0,0,0,0,0
,APPPHYS 220,,,,,,,,,,,,,,
,APPPHYS 223,,,,,,,,,,,,,,
,APPPHYS 223B,,,,,,,,,,,,,,
,APPPHYS 225,,,,,,,,,,,,,,
0,APPPHYS 232,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,APPPHYS 236,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,APPPHYS 240,,,,,,,,,,,,,,
0,APPPHYS 270,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,APPPHYS 272,0,2,0,0,0,2,0,0,0,0,0,0,0,0
0,APPPHYS 273,0,0,0,0,0,4,0,0,0,0,0,0,0,0
0,APPPHYS 280,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,APPPHYS 285,,,,,,,,,,,,,,
0,APPPHYS 290,0,0,0,0,0,0,0,0,0,6,0,0,0,0
0,APPPHYS 291,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 293,0,0,1,0,0,9,0,0,0,0,0,0,0,0
,APPPHYS 294,,,,,,,,,,,,,,
0,APPPHYS 304,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,APPPHYS 305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 315,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 345,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,APPPHYS 376,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,APPPHYS 383,,,,,,,,,,,,,,
,APPPHYS 387,,,,,,,,,,,,,,
0,APPPHYS 390,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,APPPHYS 392,,,,,,,,,,,,,,
,APPPHYS 453A,,,,,,,,,,,,,,
0,APPPHYS 470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,APPPHYS 473B,,,,,,,,,,,,,,
0,APPPHYS 483,1,0,0,0,0,0,0,0,0,4,0,0,0,0
0,APPPHYS 801,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,APPPHYS 802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARABLANG 1,,,,,,,,,,,,,,
,ARABLANG 1A,,,,,,,,,,,,,,
,ARABLANG 1H,,,,,,,,,,,,,,
,ARABLANG 2,,,,,,,,,,,,,,
,ARABLANG 2A,,,,,,,,,,,,,,
,ARABLANG 2H,,,,,,,,,,,,,,
,ARABLANG 3,,,,,,,,,,,,,,
,ARABLANG 3H,,,,,,,,,,,,,,
,ARABLANG 10,,,,,,,,,,,,,,
,ARABLANG 14A
,ARABLANG 21
,ARABLANG 21A
,ARABLANG 21H
,ARABLANG 22
,ARABLANG 22A
,ARABLANG 22H
,ARABLANG 23
,ARABLANG 23H
,ARABLANG 25
,ARABLANG 125A
,ARABLANG 125B
,ARABLANG 125C
,ARABLANG 126A
,ARABLANG 126B
,ARABLANG 126C
,ARABLANG 127,,,,,,,,,,,,,,
,ARABLANG 131,,,,,,,,,,,,,,
,ARABLANG 131H,,,,,,,,,,,,,,
,ARABLANG 132,,,,,,,,,,,,,,
,ARABLANG 132H,,,,,,,,,,,,,,
,ARABLANG 133,,,,,,,,,,,,,,
,ARABLANG 133H,,,,,,,,,,,,,,
,ARABLANG 141,,,,,,,,,,,,,,
,ARABLANG 142,,,,,,,,,,,,,,
,ARABLANG 143,,,,,,,,,,,,,,
,ARABLANG 297,,,,,,,,,,,,,,
,ARABLANG 395,,,,,,,,,,,,,,
2,ARCHLGY 1,0,0,2,0,0,4,0,0,0,0,2,0,0,0
0,ARCHLGY 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 12,,,,,,,,,,,,,,
0,ARCHLGY 13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 34,,,,,,,,,,,,,,
,ARCHLGY 42,,,,,,,,,,,,,,
,ARCHLGY 51,,,,,,,,,,,,,,
,ARCHLGY 64,,,,,,,,,,,,,,
0,ARCHLGY 81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 97,,,,,,,,,,,,,,
,ARCHLGY 98B,,,,,,,,,,,,,,
,ARCHLGY 99A,,,,,,,,,,,,,,
0,ARCHLGY 100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ARCHLGY 101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,ARCHLGY 102,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,ARCHLGY 102B,0,0,0,1,0,2,0,0,0,0,2,0,0,0
0,ARCHLGY 103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 104C,,,,,,,,,,,,,,
,ARCHLGY 105,,,,,,,,,,,,,,
1,ARCHLGY 106A,0,1,0,0,0,4,1,0,0,0,0,0,0,0
0,ARCHLGY 107A,0,0,0,0,0,9,0,0,0,0,0,0,0,0
,ARCHLGY 108E,,,,,,,,,,,,,,
0,ARCHLGY 111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 111B,,,,,,,,,,,,,,
,ARCHLGY 113B,,,,,,,,,,,,,,
1,ARCHLGY 115,0,0,0,0,0,3,0,0,0,0,1,0,0,0
0,ARCHLGY 118,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,ARCHLGY 119,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 124,,,,,,,,,,,,,,
2,ARCHLGY 126,0,0,0,0,0,5,0,0,0,0,0,0,0,0
,ARCHLGY 127,,,,,,,,,,,,,,
,ARCHLGY 132,,,,,,,,,,,,,,
,ARCHLGY 135,,,,,,,,,,,,,,
,ARCHLGY 137,,,,,,,,,,,,,,
,ARCHLGY 139,,,,,,,,,,,,,,
,ARCHLGY 139A,,,,,,,,,,,,,,
,ARCHLGY 142,,,,,,,,,,,,,,
,ARCHLGY 143,,,,,,,,,,,,,,
0,ARCHLGY 145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 148,,,,,,,,,,,,,,
,ARCHLGY 151,,,,,,,,,,,,,,
0,ARCHLGY 153,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 164,,,,,,,,,,,,,,
,ARCHLGY 169,,,,,,,,,,,,,,
0,ARCHLGY 190,0,0,0,0,0,2,0,0,0,1,0,0,0,0
0,ARCHLGY 195,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,ARCHLGY 199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ARCHLGY 200,,,,,,,,,,,,,,
