autumn,spring,code,winter,summer
0,18,HUMBIO 194,8,0
65,66,HUMBIO 197,53,0
0,0,HUMBIO 198,0,0
3,0,HUMBIO 199,8,0
0,0,HUMBIO 200,0,0
8,0,HUMSCI 201,0,0
0,0,ILAC 10SC,0,0
0,0,ILAC 103N,0,0
0,0,ILAC 107N,6,0
0,12,ILAC 108N,0,0
6,0,ILAC 110,0,0
0,0,ILAC 111Q,4,0
0,9,ILAC 114N,0,0
0,0,ILAC 116,0,0
0,0,ILAC 120,4,0
0,0,ILAC 122,0,0
12,0,ILAC 130,0,0
0,0,ILAC 131,22,0
0,0,ILAC 133N,0,0
0,0,ILAC 134,0,0
0,0,ILAC 135,0,0
0,0,ILAC 136,22,0
0,11,ILAC 137,0,0
0,0,ILAC 138,0,0
0,0,ILAC 140,0,0
0,0,ILAC 145,0,0
0,9,ILAC 157,0,0
27,0,ILAC 161,0,0
0,0,ILAC 175,0,0
0,35,ILAC 193,0,0
0,0,ILAC 193Q,0,0
1,1,ILAC 199,0,0
0,0,ILAC 207E,0,0
0,0,ILAC 210,0,0
5,0,ILAC 216,0,0
0,0,ILAC 218,0,0
0,0,ILAC 223,0,0
0,15,ILAC 224,0,0
0,0,ILAC 235,15,0
0,0,ILAC 239,0,0
0,0,ILAC 240E,0,0
0,7,ILAC 241,0,0
0,0,ILAC 242,0,0
0,0,ILAC 243,0,0
0,10,ILAC 245,0,0
7,0,ILAC 248,0,0
0,0,ILAC 251,0,0
0,0,ILAC 252,21,0
0,6,ILAC 253,0,0
0,0,ILAC 254,0,0
0,0,ILAC 257,0,0
0,0,ILAC 261,0,0
0,0,ILAC 263,1,0
0,0,ILAC 276,0,0
13,0,ILAC 277,0,0
0,10,ILAC 278,0,0
0,0,ILAC 278A,5,0
2,0,ILAC 280,0,0
0,0,ILAC 281,0,0
0,0,ILAC 287,0,0
0,1,ILAC 299,0,0
0,0,ILAC 305,0,0
5,5,ILAC 309,5,0
0,0,ILAC 316,0,0
3,0,ILAC 329,0,0
0,0,ILAC 332,0,0
0,0,ILAC 333,6,0
0,0,ILAC 335,0,0
0,0,ILAC 336,0,0
0,0,ILAC 341,0,0
0,0,ILAC 345,0,0
0,0,ILAC 363,2,0
0,0,ILAC 367,8,0
0,0,ILAC 376,0,0
0,0,ILAC 380E,0,0
4,0,ILAC 382,0,0
7,0,ILAC 389E,0,0
0,5,ILAC 393,0,0
3,5,ILAC 399,1,0
0,0,ILAC 801,0,0
12,11,ILAC 802,11,0
13,13,IIS 199,13,0
0,0,HUMNTIES 175,0,0
0,0,HUMNTIES 324,0,0
0,14,IPS 201,0,0
18,0,IPS 202,0,0
0,0,IPS 203,20,0
3,0,IPS 204A,0,0
0,1,IPS 204B,0,0
22,0,IPS 205,0,0
0,0,IPS 206,22,0
0,9,IPS 207,0,0
0,0,IPS 207A,1,0
0,5,IPS 207B,0,0
8,0,IPS 208,0,0
0,0,IPS 208A,18,0
19,0,IPS 209,21,0
1,0,IPS 209A,2,0
10,0,IPS 210,0,0
0,7,IPS 211,0,0
0,0,IPS 213,7,0
50,0,IPS 219,0,0
0,9,IPS 224,0,0
0,3,IPS 225,0,0
13,0,IPS 230,0,0
0,0,IPS 231,3,0
0,0,IPS 233,0,0
0,0,IPS 236,22,0
3,0,IPS 237,0,0
0,0,IPS 238,0,0
0,0,IPS 241,11,0
0,0,IPS 242,0,0
0,8,IPS 244,0,0
0,14,IPS 246,0,0
0,0,IPS 247,0,0
0,17,IPS 248,0,0
0,0,IPS 249,0,0
0,0,IPS 250,0,0
0,0,IPS 250A,0,0
0,10,IPS 252,0,0
22,0,IPS 264,0,0
0,0,IPS 266,2,0
0,0,IPS 270,13,0
0,0,IPS 271A,17,0
5,0,IPS 274,0,0
0,1,IPS 280,0,0
0,0,IPS 290,0,0
0,0,IPS 298,0,1
6,8,IPS 299,2,0
22,0,IPS 300,0,0
0,3,IPS 316S,0,0
0,0,IPS 802,0,0
27,19,INTNLREL 1,0,0
0,0,INTNLREL 12,0,0
0,0,INTNLREL 13,0,0
12,0,INTNLREL 40N,0,0
0,0,INTNLREL 60Q,8,0
0,0,INTNLREL 61Q,0,0
11,0,INTNLREL 71Q,0,0
0,14,INTNLREL 102,0,0
0,0,INTNLREL 103E,0,0
0,0,INTNLREL 105C,8,0
0,0,INTNLREL 110C,0,0
0,8,INTNLREL 110D,0,0
0,0,INTNLREL 112,0,0
42,0,INTNLREL 114D,0,0
0,0,INTNLREL 118S,0,0
0,0,INTNLREL 119,0,19
0,0,INTNLREL 122,11,0
0,0,INTNLREL 122A,0,0
0,20,INTNLREL 123,0,0
0,0,INTNLREL 128B,0,0
0,0,INTNLREL 135A,12,0
0,0,INTNLREL 136,0,0
0,6,INTNLREL 136R,0,0
14,0,INTNLREL 140A,0,16
8,0,INTNLREL 140C,0,0
18,0,INTNLREL 141A,0,0
0,0,INTNLREL 142,18,0
0,0,INTNLREL 143,0,0
0,0,INTNLREL 144,0,0
0,0,INTNLREL 145,0,11
0,0,INTNLREL 149,8,0
0,0,INTNLREL 151,0,0
0,0,INTNLREL 152,0,0
9,0,INTNLREL 154,0,0
0,0,INTNLREL 157,0,0
0,0,INTNLREL 159,0,0
0,0,INTNLREL 163,0,0
0,0,INTNLREL 168,0,8
0,0,INTNLREL 173,8,0
0,16,INTNLREL 174,0,0
0,0,INTNLREL 177,0,0
0,9,INTNLREL 180A,0,0
0,0,INTNLREL 182,0,0
0,0,INTNLREL 189,0,1
1,2,INTNLREL 191,2,0
4,2,INTNLREL 197,1,0
5,4,INTNLREL 198,5,0
0,6,INTNLREL 200A,0,0
5,0,INTNLREL 200B,0,0
0,0,INTNLREL 200C,5,0
0,0,INTNLREL 206,0,0
0,0,INTNLREL 207,0,0
33,5,ITALLANG 1,10,0
11,5,ITALLANG 1A,7,0
2,9,ITALLANG 2,22,0
2,7,ITALLANG 2A,10,0
8,25,ITALLANG 3,6,0
0,0,ITALLANG 5A,0,2
0,0,ITALLANG 5B,0,2
0,0,ITALLANG 5C,0,1
0,0,ITALLANG 15S,0,0
10,14,ITALLANG 20,4,0
2,0,ITALLANG 21,0,0
3,2,ITALLANG 21A,5,0
0,0,ITALLANG 22,4,0
2,5,ITALLANG 22A,2,0
0,2,ITALLANG 23,0,0
0,0,ITALLANG 99,0,0
0,0,ITALLANG 101,0,0
0,0,ITALLANG 102,0,0
0,1,ITALLANG 103,0,0
5,0,ITALLANG 113,0,0
0,0,ITALLANG 114,2,0
0,1,ITALLANG 115,0,0
43,37,ITALLANG 126,13,0
0,0,ITALLANG 205A,0,0
0,0,ITALLANG 205B,0,0
0,0,ITALLANG 205C,0,0
0,1,ITALLANG 250,0,0
0,0,ITALLANG 394,0,0
2,2,ITALLANG 395,4,0
0,0,ITALIAN 41N,0,0
0,0,ITALIAN 52N,0,0
0,0,ITALIAN 75N,0,0
0,0,ITALIAN 100,4,0
0,39,ITALIAN 101,0,0
0,0,ITALIAN 104,0,0
0,0,ITALIAN 120,0,0
5,0,ITALIAN 127,0,0
0,0,ITALIAN 128,4,0
0,2,ITALIAN 129,0,0
0,0,ITALIAN 136,0,0
0,0,ITALIAN 152,0,0
0,0,ITALIAN 154,0,0
0,0,ITALIAN 155,0,0
0,0,ITALIAN 181,1,0
0,1,ITALIAN 199,0,0
0,0,ITALIAN 214,0,0
0,0,ITALIAN 215,4,0
0,0,ITALIAN 220,0,0
0,0,ITALIAN 221,0,0
0,0,ITALIAN 224,0,0
0,0,ITALIAN 225,0,0
0,0,ITALIAN 226,0,0
0,0,ITALIAN 227,0,0
0,0,ITALIAN 228,0,0
0,0,ITALIAN 232B,0,0
0,0,ITALIAN 234,0,0
0,0,ITALIAN 235E,0,0
0,0,ITALIAN 236E,0,0
0,0,ITALIAN 247,0,0
0,0,ITALIAN 251,0,0
0,0,ITALIAN 256,0,0
0,0,ITALIAN 260,0,0
0,0,ITALIAN 266,0,0
0,0,ITALIAN 281,0,0
0,0,ITALIAN 314,1,0
0,0,ITALIAN 315,0,0
0,2,ITALIAN 324,0,0
2,0,ITALIAN 325,0,0
0,0,ITALIAN 327,0,0
0,0,ITALIAN 328,0,0
0,0,ITALIAN 332B,0,0
0,0,ITALIAN 352,0,0
1,0,ITALIAN 369,0,0
0,0,ITALIAN 395,0,0
0,0,ITALIAN 398,0,0
0,0,ITALIAN 399,0,0
3,4,ITALIAN 802,4,0
0,0,JAPANGEN 51,3,0
0,0,JAPANGEN 57,0,0
0,0,JAPANGEN 60,0,0
0,0,JAPANGEN 75N,0,0
0,0,JAPANGEN 79,0,0
0,14,JAPANGEN 82N,0,0
14,0,JAPANGEN 92,0,0
0,0,JAPANGEN 121,16,0
0,0,JAPANGEN 124,0,0
0,0,JAPANGEN 126,0,0
0,0,JAPANGEN 127,0,0
2,0,JAPANGEN 133,0,0
0,0,JAPANGEN 137,0,0
0,18,JAPANGEN 138,0,0
0,0,JAPANGEN 141,0,0
0,2,JAPANGEN 142,0,0
0,0,JAPANGEN 148,0,0
0,0,JAPANGEN 149,0,0
0,1,JAPANGEN 152,0,0
0,0,JAPANGEN 157,0,0
0,0,JAPANGEN 160,0,0
0,0,JAPANGEN 179,0,0
0,0,JAPANGEN 184,0,0
0,0,JAPANGEN 185,0,0
1,0,JAPANGEN 186,0,0
56,0,JAPANGEN 187,0,0
0,0,JAPANGEN 198,3,0
0,0,JAPANGEN 200,0,0
0,0,JAPANGEN 201,0,0
0,0,JAPANGEN 220,0,0
0,0,JAPANGEN 221,7,0
0,0,JAPANGEN 227,0,0
0,0,JAPANGEN 229,0,0
5,0,JAPANGEN 233,0,0
0,0,JAPANGEN 237,0,0
0,3,JAPANGEN 238,0,0
0,0,JAPANGEN 241,0,0
0,0,JAPANGEN 242,0,0
0,0,JAPANGEN 248,0,0
0,0,JAPANGEN 249,0,0
0,0,JAPANGEN 251,3,0
0,3,JAPANGEN 252,0,0
0,0,JAPANGEN 260,0,0
3,0,JAPANGEN 286,0,0
7,0,JAPANGEN 287,0,0
0,4,JAPANGEN 287A,0,0
0,0,JAPANGEN 384,0,0
68,0,JAPANLNG 1,0,0
0,0,JAPANLNG 2,57,0
0,44,JAPANLNG 3,0,0
7,0,JAPANLNG 4A,0,0
0,0,JAPANLNG 4B,6,0
0,3,JAPANLNG 4C,0,0
0,0,JAPANLNG 5,0,1
7,0,JAPANLNG 11A,0,0
0,0,JAPANLNG 11B,10,0
0,8,JAPANLNG 11C,0,0
1,0,JAPANLNG 14A,0,0
0,0,JAPANLNG 14B,2,0
0,0,JAPANLNG 14C,0,0
0,0,JAPANLNG 20,0,1
28,0,JAPANLNG 21,0,0
0,0,JAPANLNG 22,24,0
0,22,JAPANLNG 23,0,0
3,0,JAPANLNG 31A,0,0
0,0,JAPANLNG 31B,5,0
0,4,JAPANLNG 31C,0,0
0,2,JAPANLNG 31E,0,0
0,0,JAPANLNG 32G,0,0
0,0,JAPANLNG 33G,0,0
0,0,JAPANLNG 99,0,0
13,0,JAPANLNG 101,0,0
0,0,JAPANLNG 102,8,0
0,4,JAPANLNG 103,0,0
0,0,JAPANLNG 104A,0,0
0,0,JAPANLNG 104B,0,0
0,0,JAPANLNG 104C,0,0
0,0,JAPANLNG 105,0,1
5,0,JAPANLNG 111A,0,0
0,0,JAPANLNG 111B,4,0
0,3,JAPANLNG 111C,0,0
5,0,JAPANLNG 113F,0,0
0,0,JAPANLNG 114F,6,0
0,2,JAPANLNG 115F,0,0
0,0,JAPANLNG 200,0,0
8,0,JAPANLNG 211,0,0
0,0,JAPANLNG 212,6,0
0,5,JAPANLNG 213,0,0
0,0,JAPANLNG 305,0,0
0,0,JAPANLNG 320,0,0
0,2,JAPANLNG 331E,0,0
1,0,JAPANLNG 394,3,0
19,17,JAPANLNG 395,24,0
0,0,JAPANLNG 405,0,2
0,0,JAPANLIT 146,0,0
5,0,JAPANLIT 157,0,0
0,0,JAPANLIT 170,0,0
0,0,JAPANLIT 181,2,0
0,0,JAPANLIT 189A,0,0
0,0,JAPANLIT 189B,0,0
0,0,JAPANLIT 199,0,0
1,2,JAPANLIT 200,2,0
5,0,JAPANLIT 201,0,0
0,0,JAPANLIT 202,0,0
3,0,JAPANLIT 224,0,0
0,0,JAPANLIT 235,0,0
0,0,JAPANLIT 236,0,0
0,0,JAPANLIT 246,0,0
0,0,JAPANLIT 247,0,0
0,0,JAPANLIT 248,0,0
5,0,JAPANLIT 257,0,0
0,0,JAPANLIT 260,0,0
0,0,JAPANLIT 266,0,0
0,0,JAPANLIT 267,0,0
0,0,JAPANLIT 270,0,0
0,6,JAPANLIT 276,0,0
0,0,JAPANLIT 279,0,0
0,0,JAPANLIT 281,5,0
0,0,JAPANLIT 287,0,0
0,0,JAPANLIT 296,0,0
0,6,JAPANLIT 298,0,0
0,1,JAPANLIT 299,1,0
0,0,JAPANLIT 350,0,0
0,0,JAPANLIT 377,0,0
0,0,JAPANLIT 381,0,0
0,3,JAPANLIT 382,0,0
0,0,JAPANLIT 395,0,0
0,0,JAPANLIT 396,4,0
0,0,JAPANLIT 399,0,0
1,1,JAPANLIT 801,0,0
6,5,JAPANLIT 802,6,0
0,0,JEWISHST 4N,0,0
0,0,JEWISHST 5,0,0
0,0,JEWISHST 5B,0,0
0,0,JEWISHST 5G,0,0
0,0,JEWISHST 18N,0,0
0,0,JEWISHST 19N,0,0
0,0,JEWISHST 37Q,0,0
0,0,JEWISHST 38A,0,0
0,2,JEWISHST 71,0,0
0,0,JEWISHST 80T,0,0
0,0,JEWISHST 84,0,0
0,0,JEWISHST 85B,0,0
0,0,JEWISHST 101A,0,0
0,0,JEWISHST 101B,0,0
0,0,JEWISHST 101C,0,0
1,0,JEWISHST 102A,0,0
0,0,JEWISHST 102B,0,0
0,1,JEWISHST 102C,0,0
0,0,JEWISHST 103A,0,0
0,0,JEWISHST 104,1,0
0,0,JEWISHST 104A,0,0
0,0,JEWISHST 104B,0,0
0,0,JEWISHST 104C,0,0
0,0,JEWISHST 105,0,0
0,0,JEWISHST 106,1,0
0,0,JEWISHST 107A,0,0
0,0,JEWISHST 107B,0,0
0,0,JEWISHST 120,0,0
0,0,JEWISHST 127D,0,0
0,0,JEWISHST 129,0,0
0,0,JEWISHST 132D,0,0
0,0,JEWISHST 138A,0,0
0,0,JEWISHST 139,0,0
0,0,JEWISHST 143,0,0
0,0,JEWISHST 144B,0,0
0,0,JEWISHST 145,0,0
0,0,JEWISHST 146,0,0
0,0,JEWISHST 147,0,0
0,0,JEWISHST 147A,0,0
0,0,JEWISHST 148,0,0
0,0,JEWISHST 155D,0,0
0,0,JEWISHST 183,0,0
0,1,JEWISHST 184,0,0
0,0,JEWISHST 199B,0,0
0,0,JEWISHST 205,0,0
0,0,JEWISHST 224,0,0
2,1,JEWISHST 227D,1,0
0,0,JEWISHST 242,0,0
1,0,JEWISHST 243,0,0
0,0,JEWISHST 271C,0,0
0,0,JEWISHST 279P,0,0
0,0,JEWISHST 282,0,0
0,0,JEWISHST 283D,0,0
0,0,JEWISHST 284C,0,0
3,0,JEWISHST 286,0,0
0,0,JEWISHST 287S,0,0
0,0,JEWISHST 288,0,0
1,0,JEWISHST 291X,0,0
0,0,JEWISHST 297X,1,0
0,0,JEWISHST 299A,0,0
0,0,JEWISHST 324,0,0
0,0,JEWISHST 347A,0,0
0,0,JEWISHST 348,0,0
0,0,JEWISHST 349,0,0
0,0,JEWISHST 382,0,0
0,0,JEWISHST 383,0,0
0,0,JEWISHST 383D,0,0
0,0,JEWISHST 384C,0,0
0,0,JEWISHST 385A,0,0
0,0,JEWISHST 385B,0,0
0,0,JEWISHST 386,0,0
0,0,JEWISHST 388,0,0
0,0,JEWISHST 393X,0,0
0,0,JEWISHST 481,0,0
0,2,JEWISHST 486A,0,0
0,0,JEWISHST 486B,0,0
0,0,KORGEN 101,0,0
0,0,KORGEN 101N,16,0
0,2,KORGEN 120,0,0
0,11,KORGEN 121,0,0
0,0,KORGEN 140,0,0
0,0,KORGEN 198,0,0
0,0,KORGEN 200,0,0
0,0,KORGEN 201,0,0
0,0,KORGEN 220,0,0
0,2,KORGEN 221,0,0
0,0,KORGEN 240,0,0
21,0,KORLANG 1,0,0
3,0,KORLANG 1H,0,0
0,0,KORLANG 2,16,0
0,0,KORLANG 2H,4,0
0,14,KORLANG 3,0,0
0,3,KORLANG 3H,0,0
4,0,KORLANG 21,0,0
0,0,KORLANG 22,3,0
0,3,KORLANG 23,0,0
5,0,KORLANG 101,0,0
0,0,KORLANG 102,5,0
0,5,KORLANG 103,0,0
0,0,KORLANG 110,0,0
0,0,KORLANG 111,0,0
0,0,KORLANG 112,0,0
0,0,KORLANG 120A,0,0
0,0,KORLANG 120B,0,0
0,0,KORLANG 120C,0,0
0,0,KORLANG 120K,0,0
0,0,KORLANG 130,0,0
0,2,KORLANG 200,1,0
9,8,KORLANG 395,7,0
0,0,KORLIT 230,0,0
0,0,KORLIT 231,4,0
0,0,KORLIT 330,0,0
0,0,LATINAM 197,0,0
0,0,LATINAM 198,0,0
10,12,LATINAM 200,11,0
0,1,LATINAM 207,0,0
0,0,LATINAM 398,0,0
0,0,LATINAM 801,0,0
55,92,LINGUIST 1,0,0
0,0,LINGUIST 3,0,0
0,0,LINGUIST 5N,0,0
9,0,LINGUIST 10N,0,0
0,0,LINGUIST 36,0,0
0,0,LINGUIST 44N,0,0
0,7,LINGUIST 47N,0,0
0,0,LINGUIST 52N,10,0
0,0,LINGUIST 63N,0,0
0,0,LINGUIST 65,16,0
0,0,LINGUIST 66,0,0
15,0,LINGUIST 83Q,0,0
0,1,LINGUIST 90,0,0
0,2,LINGUIST 105,0,0
0,0,LINGUIST 106,0,0
0,0,LINGUIST 110,39,0
0,0,LINGUIST 112,0,0
0,0,LINGUIST 116,0,0
33,0,LINGUIST 120,0,0
0,0,LINGUIST 121,12,0
0,0,LINGUIST 124,0,0
0,0,LINGUIST 130A,56,0
0,21,LINGUIST 130B,0,0
0,0,LINGUIST 130C,9,0
0,0,LINGUIST 134A,0,0
5,0,LINGUIST 140,0,0
0,0,LINGUIST 141,5,0
0,0,LINGUIST 142,0,0
0,0,LINGUIST 143,0,0
1,0,LINGUIST 144,0,0
10,0,LINGUIST 150,0,0
0,0,LINGUIST 152,0,0
0,0,LINGUIST 153,0,0
0,0,LINGUIST 154,0,0
0,0,LINGUIST 155,0,0
0,4,LINGUIST 155F,0,0
0,0,LINGUIST 156,0,0
0,0,LINGUIST 157,0,0
13,0,LINGUIST 159,0,0
0,0,LINGUIST 160,10,0
0,0,LINGUIST 162,0,0
0,0,LINGUIST 163,0,0
0,4,LINGUIST 163A,0,0
10,0,LINGUIST 167,0,0
0,0,LINGUIST 171,0,0
0,0,LINGUIST 173,0,0
0,0,LINGUIST 180,6,0
0,0,LINGUIST 181,0,0
0,0,LINGUIST 182,0,0
0,0,LINGUIST 183,1,0
0,0,LINGUIST 185,0,0
0,0,LINGUIST 188,0,0
0,0,LINGUIST 191,4,0
0,0,LINGUIST 195A,0,0
8,0,LINGUIST 196,0,0
0,0,LINGUIST 197A,4,0
1,1,LINGUIST 198,2,0
1,2,LINGUIST 199,0,0
0,28,LINGUIST 200,0,0
0,0,LINGUIST 204,0,0
0,0,LINGUIST 205A,0,0
0,0,LINGUIST 205B,0,0
0,0,LINGUIST 207,0,0
5,0,LINGUIST 210A,0,0
0,0,LINGUIST 210B,0,0
0,0,LINGUIST 211,0,0
0,0,LINGUIST 212A,0,0
0,0,LINGUIST 212B,0,0
0,0,LINGUIST 213,0,0
0,0,LINGUIST 214,0,0
0,0,LINGUIST 217,0,0
0,0,LINGUIST 218,0,0
0,0,LINGUIST 219,0,0
0,0,LINGUIST 221A,0,0
0,0,LINGUIST 221B,0,0
0,0,LINGUIST 222A,5,0
0,4,LINGUIST 222B,0,0
0,0,LINGUIST 223,0,0
0,0,LINGUIST 224,0,0
0,0,LINGUIST 224A,0,0
0,0,LINGUIST 224B,0,0
0,0,LINGUIST 225,3,0
0,0,LINGUIST 227C,0,0
0,0,LINGUIST 229A,0,0
0,0,LINGUIST 229B,0,0
0,0,LINGUIST 229C,0,0
0,0,LINGUIST 229D,0,0
0,0,LINGUIST 230A,7,0
0,3,LINGUIST 230B,0,0
5,0,LINGUIST 230C,0,0
0,0,LINGUIST 230D,0,0
0,0,LINGUIST 230E,2,0
4,0,LINGUIST 232A,0,0
0,0,LINGUIST 232B,0,0
7,0,LINGUIST 234,0,0
0,0,LINGUIST 235,0,0
0,4,LINGUIST 236,0,0
0,0,LINGUIST 237,0,0
0,0,LINGUIST 239,0,0
13,0,LINGUIST 240,0,0
0,0,LINGUIST 241,4,0
0,0,LINGUIST 242,0,0
0,0,LINGUIST 245,0,0
0,17,LINGUIST 246,0,0
0,0,LINGUIST 249,0,0
8,0,LINGUIST 250,0,0
0,0,LINGUIST 251,0,0
0,0,LINGUIST 252,0,0
0,0,LINGUIST 253,0,0
0,0,LINGUIST 254,0,0
4,0,LINGUIST 255A,0,0
0,0,LINGUIST 255B,0,0
0,4,LINGUIST 255C,0,0
7,0,LINGUIST 255D,0,0
0,0,LINGUIST 255E,5,0
0,9,LINGUIST 255F,0,0
0,0,LINGUIST 256,0,0
0,0,LINGUIST 257,5,0
0,0,LINGUIST 258,0,0
0,0,LINGUIST 259,0,0
0,0,LINGUIST 260A,0,0
6,0,LINGUIST 260B,0,0
0,3,LINGUIST 263,0,0
0,0,LINGUIST 264,0,0
0,0,LINGUIST 265,7,0
0,0,LINGUIST 266,0,0
0,0,LINGUIST 270,0,0
0,0,LINGUIST 271,0,0
0,0,LINGUIST 272,0,0
0,0,LINGUIST 273,0,0
0,0,LINGUIST 274B,0,0
0,0,LINGUIST 274C,0,0
0,0,LINGUIST 275,11,0
0,0,LINGUIST 276,0,0
0,0,LINGUIST 277,0,0
0,0,LINGUIST 278,0,0
0,0,LINGUIST 280,6,0
0,0,LINGUIST 281,0,0
0,0,LINGUIST 282,0,0
0,0,LINGUIST 283,1,0
0,0,LINGUIST 283,0,0
1,0,LINGUIST 284,0,0
0,0,LINGUIST 284A,0,0
0,1,LINGUIST 286,0,0
0,0,LINGUIST 287,0,0
0,4,LINGUIST 288,0,0
0,0,LINGUIST 289,0,0
0,0,LINGUIST 291,3,0
6,0,LINGUIST 294,0,0
0,0,LINGUIST 390,0,0
0,0,LINGUIST 391A,0,0
0,0,LINGUIST 393,0,0
0,0,LINGUIST 393A,0,0
7,0,LINGUIST 394,0,0
0,6,LINGUIST 395,0,0
0,0,LINGUIST 395C,0,0
0,0,LINGUIST 395D,0,0
0,0,LINGUIST 396,6,0
10,6,LINGUIST 397,6,0
20,16,LINGUIST 398,24,0
4,4,LINGUIST 399,4,0
19,0,MCS 100,0,0
0,22,MATH 16,0,0
192,0,MATH 19,24,33
0,21,MATH 20,178,0
0,152,MATH 21,0,0
149,0,MATH 41,0,0
26,0,MATH 41A,0,0
65,0,MATH 42,146,0
18,0,MATH 42A,21,0
304,185,MATH 51,327,46
17,19,MATH 51A,19,0
38,0,MATH 51H,0,0
26,0,MATH 51M,0,0
43,75,MATH 52,104,0
0,0,MATH 52H,20,0
90,90,MATH 53,168,16
0,15,MATH 53H,0,0
14,0,MATH 70SI,0,0
0,0,MATH 78SI,0,0
0,9,MATH 80Q,0,0
0,14,MATH 87Q,0,0
0,0,MATH 88Q,0,0
0,0,MATH 101,20,0
39,105,MATH 104,0,3
6,0,MATH 106,0,0
0,0,MATH 108,52,0
0,16,MATH 109,0,0
0,0,MATH 110,20,0
0,0,MATH 111,0,0
28,41,MATH 113,21,0
0,0,MATH 114,19,1
19,20,MATH 115,0,0
19,0,MATH 116,0,0
0,0,MATH 118,0,0
47,18,MATH 120,0,0
0,0,MATH 121,31,0
0,14,MATH 122,0,0
35,0,MATH 131P,24,0
0,8,MATH 132,0,0
4,0,MATH 136,0,0
0,0,MATH 137,0,0
4,0,MATH 138,0,0
0,25,MATH 143,0,0
0,0,MATH 144,0,0
0,0,MATH 145,15,0
9,0,MATH 146,0,0
0,0,MATH 147,0,0
0,18,MATH 148,0,0
0,0,MATH 149,0,0
0,0,MATH 151,13,0
0,0,MATH 152,18,0
0,19,MATH 154,0,0
0,0,MATH 155,0,0
0,0,MATH 159,12,0
15,0,MATH 161,0,0
0,0,MATH 162,3,0
17,0,MATH 163,0,0
27,23,MATH 171,0,0
0,0,MATH 172,12,0
0,7,MATH 173,0,0
0,0,MATH 174,0,0
7,0,MATH 175,0,0
0,13,MATH 177,0,0
0,32,MATH 180,0,0
1,0,MATH 191,1,0
47,0,MATH 193,0,0
8,8,MATH 196,7,0
7,5,MATH 197,9,0
1,0,MATH 198,1,2
1,8,MATH 199,1,0
28,0,MATH 205A,0,0
0,0,MATH 205B,26,0
20,0,MATH 210A,0,0
0,0,MATH 210B,17,0
0,16,MATH 210C,0,0
15,0,MATH 215A,0,0
0,0,MATH 215B,13,0
0,14,MATH 215C,0,0
0,0,MATH 216A,0,0
0,0,MATH 216B,0,0
0,0,MATH 216C,0,0
6,0,MATH 217A,0,0
0,0,MATH 217C,15,0
0,0,MATH 220,0,0
0,0,MATH 221A,0,0
0,0,MATH 221B,0,0
0,0,MATH 222,0,0
0,0,MATH 224,0,0
0,3,MATH 226,0,0
0,0,MATH 227,5,0
0,3,MATH 228,0,0
5,0,MATH 230A,0,0
0,0,MATH 230B,1,0
0,1,MATH 230C,0,0
0,8,MATH 231,0,0
0,0,MATH 231A,0,0
0,0,MATH 231C,0,0
0,0,MATH 232,0,0
0,0,MATH 234,0,0
0,0,MATH 236,3,0
0,6,MATH 237,0,0
0,0,MATH 238,13,0
0,15,MATH 239,0,0
0,0,MATH 243,0,0
0,0,MATH 244,0,0
0,0,MATH 245A,0,0
0,0,MATH 245B,9,0
0,6,MATH 245C,0,0
0,0,MATH 247,0,0
16,0,MATH 248,0,0
0,0,MATH 248A,0,0
0,0,MATH 249A,0,0
0,0,MATH 249B,13,0
0,12,MATH 249C,0,0
0,0,MATH 256A,0,0
0,0,MATH 256B,10,0
0,0,MATH 257A,0,0
0,0,MATH 257B,0,0
0,4,MATH 257C,0,0
0,5,MATH 258,8,0
0,0,MATH 259,0,0
0,0,MATH 261A,0,0
0,0,MATH 262,0,0
0,0,MATH 263A,0,0
0,0,MATH 263B,12,0
0,10,MATH 263C,0,0
0,0,MATH 264,0,0
0,0,MATH 266,0,0
0,0,MATH 269,6,0
0,0,MATH 270,0,0
0,0,MATH 271,0,0
0,0,MATH 272,7,0
0,0,MATH 273A,0,0
0,0,MATH 273B,0,0
0,0,MATH 280,0,0
0,0,MATH 282A,0,0
0,0,MATH 282B,12,0
0,13,MATH 282C,0,0
0,0,MATH 283,0,0
0,0,MATH 283A,0,0
0,0,MATH 284,0,0
0,0,MATH 284A,0,0
0,0,MATH 284B,0,0
7,0,MATH 285,0,0
0,6,MATH 286,0,0
0,0,MATH 287,0,0
0,0,MATH 290B,0,0
0,0,MATH 292A,0,0
0,0,MATH 293A,0,0
0,0,MATH 295,0,0
0,0,MATH 301,23,0
0,0,MATH 310,0,0
0,17,MATH 355,0,0
60,50,MATH 360,53,0
0,0,MATH 361,0,0
0,0,MATH 381,0,0
0,0,MATH 382,0,0
0,0,MATH 384,0,0
0,0,MATH 385,0,0
0,0,MATH 388,0,0
0,0,MATH 389,0,0
1,1,MATH 391,2,0
0,0,MATH 394,0,0
0,0,MATH 395,0,0
0,0,MATH 396,0,0
14,26,MATH 802,15,0
0,4,MTL 299,0,0
6,0,MTL 334A,0,0
0,0,MTL 334B,7,0
0,0,MTL 390,0,0
1,1,MTL 398,1,0
0,3,MTL 399,2,0
14,13,MTL 802,11,0
0,0,MUSIC 1A,0,0
0,11,MUSIC 1SI,0,0
18,0,MUSIC 2C,0,0
0,0,MUSIC 4SI,12,0
6,12,MUSIC 5G,8,0
